# owner.fqn	M|F	oldName	newName	evidence
com.moonsworth.lunar.client.framework.feature.mod.GuiRewindhandlersHandler2	F	field9	modules	registered ModuleBase modules
com.moonsworth.lunar.client.framework.feature.mod.GuiRewindhandlersHandler2	F	field10	overlays	registered ModuleBase2 overlays
com.moonsworth.lunar.client.framework.feature.mod.GuiRewindhandlersHandler2	F	field11	activeOverlays	open overlays
com.moonsworth.lunar.client.framework.feature.mod.GuiRewindhandlersHandler2	F	field12	activeModule	active screen module
com.moonsworth.lunar.client.framework.feature.mod.GuiRewindhandlersHandler2	M	method2	registerModule	old-twin registerModule
com.moonsworth.lunar.client.framework.feature.mod.GuiRewindhandlersHandler2	M	method3	registerOverlay	old-twin registerOverlay
com.moonsworth.lunar.client.framework.feature.mod.GuiRewindhandlersHandler2	M	method5	isMouseInputConsumed	old-twin static input check
com.moonsworth.lunar.client.framework.feature.mod.GuiRewindhandlersHandler2	M	method6	updateActiveModule	old-twin active-module selection
com.moonsworth.lunar.client.framework.feature.mod.GuiRewindhandlersHandler2	M	method7	isScreenActive	old-twin screen-active check
com.moonsworth.lunar.client.framework.feature.mod.GuiRewindhandlersHandler2	M	method10	updateActiveOverlays	old-twin overlay sync
com.moonsworth.lunar.client.framework.feature.mod.GuiRewindhandlersHandler2	M	method12	getActiveOverlays	old-twin open overlays
com.moonsworth.lunar.client.framework.feature.mod.GuiRewindhandlersHandler2	M	method13	isOverlayActive	old-twin overlay check
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper2	F	field2	widgetStates	Map<guiId, Map<widgetId, WidgetState>>
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper2	F	field3	openWidgetCount	open beginWidget depth; getOpenWidgetCount()
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper2	F	field4	updatedWidgets	widget ids touched this frame; end() deletes the rest
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper2	F	field5	activeWidget	last widget passed to beginWidget
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper2	M	method1	clearGui	deletes all widget states of a gui id
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper2	M	method2	removeWidget	deletes one widget state
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper2	M	method4	getOrCreateWidget	creates the WidgetState for a widget id on first use
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper2	M	method5	beginWidget	push state, update animation, draw dirty widget
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper2	M	method6	endWidget	pop state and clear dirty flag
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper2	M	method7	invalidateWidget	mark widget dirty by (guiId, widgetId)
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper2	M	method8	invalidateWidget	mark widget dirty by widgetId
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper2	M	method17	getRenderState	delegates to the GuiRenderState accessor
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper210	F	field2	batchRegistered	true after the batch callback has been registered this frame
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper210	F	field3	dirtyRect	union of rects drawn for pre-1.20 versions
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper211	F	field3	scissorApplied	whether the gl scissor was actually enabled and needs resetting
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper211	M	method17	apply	sets/resets the gl scissor from the stored clip rect
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper22	F	field2	previousKeyEvents	previous-frame key events per gui id
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper22	F	field3	keyEvents	this-frame key events per gui id
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper22	M	method2	addKeyEvent	queue a key event and report text-field consumption
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper22_2	F	field2	offsets	per-rect float scroll offset (ThreadModuleDump47.Data)
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper23	F	field2	quickCraftSlots	slots selected for the quick-craft click
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper23	F	field3	quickCrafting	quick-craft selection is active
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper23	F	field4	quickCraftRemaining	remaining stack size left while distributing
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper23	F	field5	quickCraftButton	mouse button starting the quick-craft (0/1)
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper23	F	field6	quickCraftPending	end() must flush the quick-craft clicks
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper23	F	field7	lastClickedStack	stack of the last clicked slot (double-click collect)
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper23	F	field8	lastClickedSlot	slot of the last click (double-click collect)
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper23	F	field9	lastClickTime	system time of the last click
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper23	M	method2	drawSlots	draws the 9-wide slot grid (quick-move flag)
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper23	M	method4	canStackInto	whether one stack can be merged into the other
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper23	M	method5	matchesItemData	compares tag compounds of two stacks
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper23	M	method7	distributeCraftSize	sets the distributed stack size for quick-craft button 0/1
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper23	M	method17	recalculateQuickCraft	updates quickCraftRemaining from the cursor stack
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper24	M	method2	drawPanelLeftAligned	titled panel with explicit left inset and smaller text scale
com.moonsworth.lunar.client.framework.feature.mod.MixinHelper25	M	method17	drawCursorStack	old-twin cursor stack draw
com.moonsworth.lunar.client.framework.feature.mod.debug.testcustomguioverlay.TestOverlayModule	M	method9	onOpen	@Override of GuiModule.onOpen
