package	old	new	evidence	file
com.moonsworth.lunar.client.framework	MixinCore5Impl	HideableHudComponent	extends HudComponentWrapper<...>, holds HudComponentValue<Boolean> hidden and isHidden(); width/height collapse to 0 when hidden	com/moonsworth/lunar/client/framework/MixinCore5Impl.java
com.moonsworth.lunar.client.framework	MixinHelper	CommandExecutor	@FunctionalInterface execute(CommandArguments); stored on a command node and invoked by CommandParser	com/moonsworth/lunar/client/framework/MixinHelper.java
com.moonsworth.lunar.client.framework	MixinNameplate	CommandNode	abstract command node: child list, executor and matches(StringCursor,BoundArguments); root of ClientCommand/CommandParser/CommandCompleter	com/moonsworth/lunar/client/framework/MixinNameplate.java
com.moonsworth.lunar.client.framework	MixinNameplateImpl	LiteralCommandNode	literal command node: name field3, matches when the cursor text equals the name; wrapped by ClientCommand	com/moonsworth/lunar/client/framework/MixinNameplateImpl.java
com.moonsworth.lunar.client.framework	MixinNameplateIterator	ArgumentCommandNode	argument node: holds a MixinCore parser + suggestion provider and binds the parsed value into BoundArguments	com/moonsworth/lunar/client/framework/MixinNameplateIterator.java
com.moonsworth.lunar.client.framework.feature	Module	HudElement	HUD element geometry base: x/y (method1/method2), getWidth/getHeight/getScale; extended by MixinCore9Extension and used by mod.hud.Keystrokes	com/moonsworth/lunar/client/framework/feature/Module.java
com.moonsworth.lunar.client.framework.feature	ModuleHandler	HudElementBounds	fixed-geometry HudElement implementation (x, y, width, height, scale)	com/moonsworth/lunar/client/framework/feature/ModuleHandler.java
com.moonsworth.lunar.client.framework.feature	Staffxray	StaffXrayState	value for the "staff_mod" trait (Framework.field2): name "Xray", ordinal and a mutable enabled flag toggled by mod.render.StaffXray	com/moonsworth/lunar/client/framework/feature/Staffxray.java
com.moonsworth.lunar.client.framework.feature.animations.customhelditems	CustomhelditemsType	HeldItemHand	enum LEFT("leftHand",false)/RIGHT("rightHand",true) with opposite(); the nested Type of the CustomHeldItems module (now client.mod.render.CustomHeldItems)	com/moonsworth/lunar/client/framework/feature/animations/customhelditems/CustomhelditemsType.java
com.moonsworth.lunar.client.framework.feature.armorstatus.mixin	ArmorstatusType	ArmorStatusSlot	enum HELD_ITEM/HELMET/CHESTPLATE/LEGGINGS/BOOTS/OFF_HAND_HELD_ITEM with slotId and isHeld(); selects the equipment slot rendered by the armor-status HUD	com/moonsworth/lunar/client/framework/feature/armorstatus/mixin/ArmorstatusType.java
com.moonsworth.lunar.client.framework.feature.armorstatus.nameplate	Nameplate	ArmorStatusElement	per-slot armor-status element: Armorstatus + ArmorstatusType + item + name + durability text + width/height; produced by ArmorStatusElementProvider	com/moonsworth/lunar/client/framework/feature/armorstatus/nameplate/Nameplate.java
com.moonsworth.lunar.client.framework.feature.armorstatus.nameplate.mixin	Nameplate	ArmorStatusElementHud	HUD component (extends MixinCore9) rendering one ArmorStatusElement through ArmorStatusElementChildMod	com/moonsworth/lunar/client/framework/feature/armorstatus/nameplate/mixin/Nameplate.java
com.moonsworth.lunar.client.framework.feature.attackindicator	Gui2Extension	AttackIndicatorMode	enum VANILLA/VANILLA_ICON/INDICATOR/INDICATOR_DOT/PROGRESS with isVanilla()/isIndicator(); the attack-indicator rendering mode	com/moonsworth/lunar/client/framework/feature/attackindicator/Gui2Extension.java
